states	PB1	PB2	PA	HA	NP	MP	NS
62980000	4	4	5	5	6	3	5
63000000	4	2	4	5	6	3	5
63020000	4	2	5	7	5	3	5
63040000	5	2	5	6	7	4	5
63060000	4	2	4	6	6	3	5
63080000	4	4	5	5	7	3	5
63100000	4	2	8	6	6	3	6
63120000	4	2	5	6	5	3	5
63140000	4	2	5	5	5	3	5
63160000	4	2	5	5	6	3	5
63180000	4	2	5	5	6	3	5
63200000	4	2	5	5	5	3	5
63220000	4	2	4	5	7	3	5
63240000	4	2	6	6	7	3	5
63260000	4	2	5	6	7	3	5
63280000	4	2	5	5	6	3	5
63300000	4	2	5	6	7	3	5
63320000	4	2	5	5	6	3	5
63340000	4	2	5	5	6	3	6
63360000	4	2	5	5	6	3	5
63380000	3	2	5	4	7	3	5
63400000	4	2	5	6	8	3	5
63420000	4	2	6	6	8	3	5
63440000	4	2	5	5	6	3	6
63460000	4	2	5	6	7	3	5
63480000	4	2	5	6	7	3	6
63500000	4	2	7	5	6	3	7
63520000	4	2	5	5	6	4	5
63540000	4	2	5	5	8	3	6
63560000	4	2	5	5	9	3	5
63580000	4	2	5	6	6	3	5
63600000	3	3	5	6	7	3	5
63620000	4	2	5	4	7	3	5
63640000	4	2	5	4	9	5	5
63660000	3	2	5	4	6	3	5
63680000	4	2	5	5	7	3	7
63700000	4	2	4	6	7	3	6
63720000	4	2	9	5	6	3	5
63740000	4	2	5	6	6	3	6
63760000	5	2	5	5	6	3	8
63780000	4	2	5	6	7	3	5
63800000	4	2	5	6	7	3	6
63820000	4	2	5	5	7	3	6
63840000	4	2	5	5	5	5	5
63860000	4	2	4	5	6	3	5
63880000	4	2	5	6	7	3	5
63900000	4	2	5	7	6	3	5
63920000	4	2	5	5	5	3	5
63940000	4	2	5	6	6	3	5
63960000	4	2	6	5	6	3	5
63980000	4	2	5	5	6	3	6
64000000	4	2	5	5	8	4	6
64020000	4	2	6	7	6	3	5
64040000	4	2	5	5	6	4	6
64060000	4	2	4	5	6	3	6
64080000	4	2	5	5	6	6	5
64100000	4	2	6	6	7	3	5
64120000	3	2	5	4	6	3	5
64140000	4	2	5	6	5	3	6
64160000	4	2	5	5	7	3	7
64180000	4	2	5	6	8	3	5
64200000	4	2	5	6	8	3	5
64220000	4	2	5	5	9	4	5
64240000	4	2	5	5	6	3	5
64260000	4	2	5	5	6	3	6
64280000	4	2	5	5	5	3	5
64300000	4	2	4	5	7	3	6
64320000	4	2	5	6	6	3	7
64340000	4	2	7	7	6	3	6
64360000	4	2	6	5	5	3	5
64380000	5	2	5	5	5	6	5
64400000	4	2	4	5	5	3	5
64420000	4	2	6	5	5	3	6
64440000	4	2	5	5	8	3	5
64460000	4	2	4	5	6	3	6
64480000	4	2	4	6	7	3	5
64500000	4	2	5	6	6	3	5
64520000	4	2	5	5	7	3	7
64540000	4	2	5	5	8	3	6
64560000	4	2	5	5	7	5	5
64580000	4	2	5	5	6	3	6
64600000	4	2	5	5	7	3	5
64620000	4	2	5	5	6	3	5
64640000	4	2	6	6	5	3	9
64660000	3	2	4	4	5	3	5
64680000	6	2	5	6	7	3	6
64700000	4	2	5	5	6	3	5
64720000	4	2	4	6	6	3	6
64740000	4	2	5	6	6	3	6
64760000	4	2	5	6	6	3	6
64780000	4	2	5	5	6	3	5
64800000	4	2	7	5	9	3	5
64820000	4	2	5	6	9	3	6
64840000	4	2	5	5	6	5	7
64860000	4	2	4	5	6	3	6
64880000	4	2	5	6	6	3	6
64900000	4	2	7	5	5	3	5
64920000	4	2	5	5	5	3	6
64940000	4	2	5	5	8	3	4
64960000	4	2	5	5	9	3	5
64980000	4	2	5	4	7	3	7
65000000	4	2	5	5	7	4	5
65020000	4	2	5	5	7	3	5
65040000	4	2	8	5	6	3	5
65060000	4	2	5	5	6	3	5
65080000	4	2	5	5	7	4	5
65100000	4	2	5	7	8	3	6
65120000	4	2	5	5	7	3	6
65140000	5	2	5	6	6	5	5
65160000	4	2	5	5	6	3	5
65180000	4	2	5	6	6	3	5
65200000	4	2	5	5	7	3	5
65220000	4	2	5	5	6	3	7
65240000	4	2	6	5	7	3	5
65260000	4	2	5	5	7	3	6
65280000	4	2	5	6	6	3	6
65300000	4	2	5	5	7	3	5
65320000	4	2	5	5	8	3	5
65340000	4	2	6	5	6	3	6
65360000	4	2	5	5	5	3	6
65380000	4	2	5	6	5	3	5
65400000	4	2	5	6	5	3	5
65420000	4	2	5	5	8	4	5
65440000	4	2	6	6	6	3	5
65460000	4	2	4	4	7	3	6
65480000	4	3	5	6	7	3	5
65500000	4	2	5	6	6	3	5
65520000	4	2	5	5	6	3	5
65540000	4	2	5	6	6	3	5
65560000	4	2	5	6	5	3	7
65580000	4	2	5	5	5	3	5
65600000	4	2	5	6	8	3	5
65620000	4	2	5	6	8	3	5
65640000	4	2	5	6	6	3	4
65660000	4	2	5	5	6	3	6
65680000	4	2	6	6	6	3	5
65700000	4	2	5	6	7	3	5
65720000	4	2	4	5	7	3	6
65740000	4	2	5	6	7	3	5
65760000	4	3	5	5	6	3	6
65780000	4	2	5	6	7	3	5
65800000	4	2	5	6	7	3	5
65820000	4	2	5	5	6	3	5
65840000	4	2	5	6	7	3	5
65860000	4	2	5	5	6	3	4
65880000	4	2	5	5	7	3	5
65900000	4	2	5	6	8	3	5
65920000	4	2	5	5	7	3	5
65940000	4	2	5	5	7	4	5
65960000	4	2	4	4	6	3	6
65980000	4	2	5	8	7	3	5
66000000	4	2	5	5	6	3	6
66020000	4	2	4	5	7	4	5
66040000	4	2	4	5	6	3	5
66060000	4	2	5	5	7	3	5
66080000	4	2	5	6	9	3	5
66100000	4	2	5	6	7	3	5
66120000	4	2	6	6	7	3	5
66140000	4	2	5	6	7	3	6
66160000	4	2	5	6	8	3	5
66180000	4	2	5	6	7	3	5
66200000	4	2	5	5	6	3	6
66220000	4	2	4	5	7	3	6
66240000	4	2	5	5	7	3	6
66260000	4	2	5	5	6	3	6
66280000	4	4	5	6	7	3	5
66300000	4	2	8	6	6	3	6
66320000	4	2	4	5	5	3	5
66340000	4	2	4	5	6	3	5
66360000	4	2	5	5	6	3	5
66380000	4	2	7	5	7	3	6
66400000	4	2	6	5	9	3	4
66420000	4	2	5	4	7	4	5
66440000	4	2	4	4	6	5	6
66460000	4	2	4	4	6	4	6
66480000	4	2	5	5	7	3	5
66500000	4	2	4	4	5	3	6
66520000	4	2	4	4	6	3	7
66540000	4	2	6	5	5	3	5
66560000	4	2	5	5	5	3	5
66580000	4	2	5	5	6	3	8
66600000	4	2	5	5	5	3	5
66620000	4	2	5	4	5	3	6
66640000	4	2	4	4	7	3	6
66660000	4	2	6	5	7	3	6
66680000	4	2	7	7	6	3	5
66700000	4	2	5	5	8	3	5
66720000	4	2	4	5	6	3	5
66740000	4	2	5	6	7	3	5
66760000	4	2	6	5	6	3	5
66780000	4	2	5	6	7	3	5
66800000	4	2	5	5	6	3	6
66820000	4	2	5	6	8	3	6
66840000	4	2	5	5	7	3	5
66860000	4	2	5	5	5	3	5
66880000	4	2	5	5	7	3	5
66900000	4	2	5	6	7	3	5
66920000	4	2	5	7	5	3	5
66940000	4	3	10	6	5	5	5
66960000	4	3	4	6	7	3	6
66980000	4	2	5	5	6	3	6
67000000	4	2	5	6	8	3	7
67020000	4	2	4	4	7	3	8
67040000	4	2	5	6	7	3	5
67060000	4	2	5	5	7	3	6
67080000	4	2	5	5	6	3	6
67100000	4	2	5	5	6	3	6
67120000	4	2	4	5	7	3	5
67140000	4	2	5	6	9	3	5
67160000	4	2	5	6	7	3	6
67180000	4	2	5	6	6	4	5
67200000	4	2	5	6	6	3	5
67220000	4	2	5	7	5	3	5
67240000	4	2	5	6	5	5	5
67260000	4	2	5	6	5	4	6
67280000	4	2	4	5	7	3	7
67300000	3	2	6	5	7	3	5
67320000	4	2	5	5	7	3	5
67340000	4	2	5	5	7	3	5
67360000	4	2	4	6	8	3	6
67380000	4	2	5	6	6	3	5
67400000	4	2	5	6	6	3	5
67420000	4	2	5	5	9	3	5
67440000	4	2	4	5	6	4	5
67460000	4	2	5	5	6	4	5
67480000	4	2	4	6	7	3	5
67500000	4	2	5	6	6	3	5
67520000	4	2	5	6	6	3	7
67540000	4	2	5	6	7	3	5
67560000	4	2	8	5	6	3	6
67580000	4	2	5	5	7	3	5
67600000	4	2	5	5	6	3	5
67620000	4	2	5	5	7	3	6
67640000	4	2	5	5	6	3	5
67660000	4	2	5	5	6	3	5
67680000	4	2	4	6	6	3	5
67700000	4	2	6	5	6	3	5
67720000	4	2	5	5	7	3	5
67740000	4	2	7	6	7	3	6
67760000	4	2	5	5	7	3	6
67780000	4	2	4	4	7	3	5
67800000	4	2	7	4	7	4	6
67820000	4	2	5	5	5	3	6
67840000	4	2	5	6	5	3	5
67860000	4	2	5	5	6	3	5
67880000	4	2	5	5	7	3	5
67900000	4	2	5	5	6	6	5
67920000	4	2	5	5	6	3	6
67940000	4	2	5	5	8	3	5
67960000	4	2	5	6	7	3	5
67980000	4	2	5	5	6	3	5
68000000	4	2	5	5	8	3	5
68020000	4	2	5	5	6	3	5
68040000	4	2	7	5	7	3	5
68060000	4	2	5	6	7	3	5
68080000	5	2	5	5	7	3	5
68100000	4	2	5	5	6	5	6
68120000	4	2	5	6	6	3	4
68140000	4	2	4	5	6	3	5
68160000	4	2	8	5	6	3	6
68180000	4	2	5	5	6	3	5
68200000	4	2	5	5	7	4	5
68220000	4	2	5	6	7	3	6
68240000	4	2	5	5	5	3	6
68260000	5	2	8	6	8	4	5
68280000	5	2	5	5	5	3	5
68300000	4	2	6	6	5	3	6
68320000	4	2	5	6	7	4	5
68340000	4	2	7	5	6	3	5
68360000	4	2	8	6	6	3	6
68380000	4	2	5	5	6	3	5
68400000	4	2	5	5	5	3	6
68420000	4	2	6	5	6	3	6
68440000	4	2	6	5	6	3	5
68460000	4	2	5	8	5	3	5
68480000	4	2	5	6	5	3	6
68500000	4	2	5	6	5	3	7
68520000	4	2	5	6	7	3	5
68540000	4	2	5	5	7	5	5
68560000	4	2	5	5	7	3	6
68580000	4	2	5	5	7	3	5
68600000	4	2	6	5	7	3	6
68620000	4	2	5	4	6	4	7
68640000	4	2	5	5	6	4	5
68660000	4	2	8	6	6	3	5
68680000	4	2	4	6	7	3	6
68700000	4	2	5	6	7	3	7
68720000	4	2	6	6	5	3	5
68740000	4	2	4	5	6	3	5
68760000	4	2	5	6	7	3	5
68780000	4	2	6	5	7	3	5
68800000	4	2	5	5	7	3	6
68820000	4	2	4	5	7	3	5
68840000	4	2	4	6	7	3	5
68860000	4	2	5	7	7	3	5
68880000	4	2	5	5	6	5	5
68900000	4	2	5	6	5	3	6
68920000	4	2	5	7	5	3	5
68940000	4	3	5	5	5	3	6
68960000	4	2	5	6	5	3	5
68980000	4	2	5	6	5	3	5
69000000	4	2	5	5	5	3	5
69020000	4	2	5	6	7	3	5
69040000	4	2	6	5	8	3	5
69060000	4	2	5	5	6	3	6
69080000	4	2	4	5	6	3	5
69100000	4	2	6	5	7	3	5
69120000	4	2	4	5	6	5	5
69140000	3	3	9	5	6	3	6
69160000	4	2	5	5	6	3	6
69180000	4	2	7	5	7	3	5
69200000	4	2	4	4	6	3	6
69220000	4	2	7	5	6	3	5
69240000	4	2	6	5	7	3	5
69260000	4	2	5	6	7	3	6
69280000	4	2	5	5	11	3	5
69300000	4	2	4	5	7	3	6
69320000	4	2	5	5	6	3	5
69340000	4	2	5	6	6	3	6
69360000	4	2	7	5	5	4	5
69380000	4	2	4	5	6	3	5
69400000	4	2	5	5	5	3	5
69420000	4	2	5	6	5	3	5
69440000	4	2	5	6	5	3	5
69460000	4	2	7	6	10	3	5
69480000	4	2	8	6	5	3	5
69500000	4	2	5	5	7	3	6
69520000	4	2	5	5	7	4	6
69540000	4	2	5	6	7	3	6
69560000	4	2	6	5	7	3	5
69580000	4	2	6	5	6	3	5
69600000	4	2	4	6	7	3	5
69620000	4	3	6	7	7	3	6
69640000	4	2	5	5	7	3	5
69660000	4	2	5	5	7	3	6
69680000	4	2	8	5	6	3	5
69700000	4	2	5	5	7	3	5
69720000	4	2	5	5	6	3	5
69740000	4	2	4	5	8	3	6
69760000	4	2	5	6	7	3	4
69780000	4	2	5	5	7	3	5
69800000	4	2	4	5	7	3	5
69820000	4	2	5	6	8	3	5
69840000	4	2	5	5	7	3	5
69860000	4	2	4	4	7	3	6
69880000	5	3	5	6	6	3	6
69900000	4	2	5	6	7	3	5
69920000	4	2	5	6	6	3	4
69940000	4	2	4	5	6	3	7
69960000	4	5	5	5	7	3	5
69980000	4	2	6	5	7	3	5
70000000	4	2	5	5	10	3	5
70020000	3	2	5	5	7	3	6
70040000	4	2	7	5	5	3	5
70060000	4	3	5	5	6	3	5
70080000	4	2	5	7	5	3	6
70100000	4	2	5	5	7	3	5
70120000	4	2	7	6	5	3	7
70140000	5	2	5	6	8	3	5
70160000	4	2	4	4	5	3	7
70180000	4	2	5	5	6	3	6
70200000	4	2	4	5	7	3	5
70220000	5	2	5	5	7	3	5
70240000	4	2	7	5	6	3	5
70260000	4	2	5	6	8	4	5
70280000	4	2	5	5	7	3	5
70300000	4	2	5	6	7	3	5
70320000	4	2	5	7	8	3	5
70340000	4	2	5	6	7	3	6
70360000	4	2	4	5	7	3	5
70380000	4	2	6	6	8	3	5
70400000	5	2	5	5	6	3	5
70420000	4	2	5	5	6	3	5
70440000	4	2	4	5	7	3	6
70460000	4	2	5	5	8	3	5
70480000	4	2	6	4	6	3	5
70500000	4	2	4	5	7	3	5
70520000	4	2	5	5	7	3	6
70540000	4	2	5	5	7	3	6
70560000	4	2	5	5	6	3	4
70580000	4	3	4	5	8	5	5
70600000	4	2	5	5	7	3	5
70620000	4	2	5	6	6	4	5
70640000	4	2	5	5	6	3	5
70660000	4	2	5	6	5	3	6
70680000	4	2	5	5	5	3	5
70700000	4	2	7	6	5	3	6
70720000	4	2	5	6	6	3	5
70740000	4	2	5	5	6	3	5
70760000	4	2	5	5	8	3	5
70780000	4	2	5	6	7	4	11
70800000	4	2	5	6	6	3	5
70820000	4	2	5	5	6	3	5
70840000	4	2	5	6	7	3	5
70860000	4	2	6	6	7	3	5
70880000	4	2	5	6	6	4	6
70900000	4	2	4	6	6	3	5
70920000	4	2	5	5	6	3	6
70940000	4	2	6	5	8	3	6
70960000	4	2	5	5	8	3	6
70980000	4	2	5	6	7	3	6
71000000	4	2	5	5	6	3	6
71020000	4	2	5	6	6	3	5
71040000	4	2	4	4	6	3	6
71060000	4	2	5	6	5	4	5
71080000	4	2	5	5	5	3	6
71100000	4	2	5	5	7	3	5
71120000	4	2	5	5	6	5	6
71140000	4	3	5	5	7	3	5
71160000	4	2	5	4	6	4	6
71180000	4	2	5	5	6	3	5
71200000	4	3	5	5	7	3	5
71220000	4	2	5	5	7	3	6
71240000	4	2	8	6	6	3	5
71260000	4	3	5	5	7	3	5
71280000	4	2	5	5	7	3	5
71300000	4	2	6	7	7	3	5
71320000	4	2	5	5	6	3	5
71340000	4	2	5	6	6	4	5
71360000	4	2	5	5	7	3	5
71380000	4	2	5	5	7	3	5
71400000	4	2	5	6	6	3	5
71420000	4	2	5	6	7	3	5
71440000	4	2	4	5	7	3	5
71460000	4	2	5	5	7	5	5
71480000	4	2	5	5	9	3	5
71500000	4	2	4	5	6	3	5
71520000	4	2	4	5	6	3	6
71540000	4	2	5	6	7	3	6
71560000	5	2	4	5	6	3	5
71580000	4	2	7	5	6	4	5
71600000	4	2	5	5	7	3	6
71620000	4	2	5	6	7	3	5
71640000	4	2	4	5	5	3	5
71660000	3	2	4	4	9	3	5
71680000	4	2	5	6	7	3	5
71700000	4	4	5	6	6	3	5
71720000	4	2	4	5	7	3	5
71740000	4	2	6	6	6	4	5
71760000	4	2	5	6	5	4	5
71780000	4	2	4	4	5	4	6
71800000	4	2	5	6	5	4	5
71820000	4	2	5	5	6	3	5
71840000	4	2	4	6	7	3	5
71860000	4	2	5	5	10	3	6
71880000	4	2	5	6	6	3	7
71900000	4	2	5	6	6	3	5
71920000	4	2	5	6	6	3	7
71940000	4	2	5	5	10	3	5
71960000	4	2	5	5	6	3	5
71980000	4	2	5	5	7	3	5
72000000	4	2	5	6	7	3	5
72020000	4	2	7	6	5	3	5
72040000	4	3	5	6	5	3	5
72060000	4	3	5	5	5	3	5
72080000	4	2	5	5	6	3	5
72100000	4	3	5	6	6	3	5
72120000	4	2	5	5	8	3	4
72140000	4	2	5	5	7	3	5
72160000	4	2	4	5	5	3	6
72180000	4	2	5	5	5	3	5
72200000	4	2	5	6	5	3	6
72220000	4	2	5	5	5	3	5
72240000	4	2	5	5	6	3	6
72260000	4	2	5	5	8	3	6
72280000	4	2	5	5	9	3	5
72300000	4	2	5	5	6	3	5
72320000	4	2	5	5	9	3	6
72340000	4	2	5	6	8	4	5
72360000	4	2	5	6	7	3	5
72380000	4	2	5	6	5	3	5
72400000	4	2	5	6	5	3	4
72420000	4	2	5	6	5	3	5
72440000	4	2	5	5	5	3	7
72460000	4	2	5	7	5	3	5
72480000	4	2	5	5	6	4	5
72500000	4	2	5	5	5	3	5
72520000	4	2	5	6	5	3	5
72540000	4	2	5	6	6	5	5
72560000	4	2	5	6	7	4	5
72580000	5	2	5	5	6	3	5
72600000	4	2	4	6	6	3	5
72620000	4	2	4	6	6	3	6
72640000	4	2	5	5	7	4	5
72660000	4	3	5	5	7	3	5
72680000	4	2	5	6	6	3	6
72700000	4	2	5	6	6	3	5
72720000	4	2	4	6	8	5	6
72740000	4	2	5	6	7	3	6
72760000	4	2	6	5	7	3	6
72780000	4	2	5	5	7	3	5
72800000	4	2	5	5	7	3	5
72820000	4	2	4	6	7	4	5
72840000	4	2	7	5	8	3	5
72860000	4	2	5	6	5	4	6
72880000	4	2	6	5	6	3	6
72900000	4	2	5	5	6	3	6
72920000	4	2	4	5	7	3	7
72940000	4	2	6	5	7	3	5
72960000	4	2	4	5	7	3	6
72980000	4	2	6	5	5	3	6
73000000	4	2	5	5	6	3	5
73020000	4	2	4	6	7	3	6
73040000	4	2	5	5	7	3	5
73060000	4	2	5	5	6	3	5
73080000	4	3	8	5	6	3	7
73100000	4	2	5	6	6	3	5
73120000	4	2	6	6	7	5	5
73140000	4	2	5	6	7	4	6
73160000	4	2	5	5	9	3	5
73180000	4	2	4	5	10	3	6
73200000	4	2	4	4	7	3	6
73220000	4	3	3	4	8	3	6
73240000	4	2	5	5	8	3	5
73260000	4	2	4	6	7	3	5
73280000	4	2	5	5	7	3	5
73300000	4	2	5	6	7	3	5
73320000	4	2	5	6	7	3	5
73340000	4	2	5	5	7	3	5
73360000	4	3	5	5	6	3	5
73380000	4	2	5	5	7	3	5
73400000	4	2	5	5	6	4	5
73420000	4	4	5	5	7	3	5
73440000	4	2	4	6	5	3	5
73460000	4	2	5	5	5	3	6
73480000	4	2	5	5	6	3	6
73500000	4	2	5	5	6	3	5
73520000	4	2	5	5	6	3	6
73540000	4	2	5	5	7	4	7
73560000	4	2	5	5	6	3	5
73580000	4	2	4	7	7	3	5
73600000	4	2	5	6	8	3	5
73620000	4	2	5	6	7	3	5
73640000	4	2	6	5	6	3	5
73660000	4	2	5	6	6	3	5
73680000	4	2	5	6	6	3	6
73700000	3	2	5	5	6	3	5
73720000	4	2	5	5	6	4	5
73740000	4	2	5	6	6	3	5
73760000	4	2	5	7	7	3	5
73780000	4	4	5	6	6	3	6
73800000	4	2	5	6	8	3	4
73820000	4	2	4	5	6	3	5
73840000	4	2	5	6	6	3	5
73860000	4	2	5	6	6	3	5
73880000	4	2	5	5	7	3	4
73900000	4	2	8	6	6	3	4
73920000	4	2	5	5	6	6	5
73940000	4	2	7	6	8	3	5
73960000	4	4	7	7	7	5	5
73980000	4	2	5	6	7	3	5
74000000	4	2	5	5	6	3	5
74020000	4	2	5	5	6	3	6
74040000	4	2	5	5	7	4	5
74060000	4	2	5	5	7	3	5
74080000	4	3	5	5	8	3	5
74100000	4	2	5	5	10	3	5
74120000	4	2	4	6	8	3	5
74140000	4	2	5	6	6	5	6
74160000	5	2	5	6	6	3	5
74180000	4	2	5	5	8	3	5
74200000	4	2	5	6	9	4	6
74220000	4	2	5	5	7	3	5
74240000	4	2	6	6	6	4	5
74260000	4	2	5	6	7	3	5
74280000	4	2	8	5	7	3	5
74300000	4	2	4	5	7	3	6
74320000	4	2	5	5	6	4	6
74340000	4	2	5	6	5	3	5
74360000	4	2	5	5	7	3	5
74380000	4	2	5	5	7	3	5
74400000	4	2	5	5	9	3	5
74420000	4	2	5	5	7	3	5
74440000	4	2	4	6	7	3	5
74460000	4	2	5	5	5	3	5
74480000	4	2	5	6	8	3	5
74500000	4	2	5	5	7	3	5
74520000	4	2	5	7	9	3	5
74540000	4	2	5	7	7	3	6
74560000	4	2	6	7	9	3	6
74580000	4	2	5	7	7	3	5
74600000	5	2	5	6	7	4	5
74620000	4	2	6	5	7	3	7
74640000	4	2	5	6	11	3	5
74660000	4	2	7	5	6	3	5
74680000	4	2	5	5	6	3	5
74700000	4	2	6	5	7	3	6
74720000	4	3	4	7	7	3	5
74740000	4	2	5	5	7	3	5
74760000	4	2	5	5	7	3	5
74780000	4	2	5	4	7	3	6
74800000	4	2	4	4	6	3	6
74820000	4	2	7	6	6	3	6
74840000	6	2	5	6	6	3	5
74860000	4	2	5	6	7	3	5
74880000	4	2	5	5	9	3	6
74900000	4	2	5	5	7	3	5
74920000	4	2	5	6	6	3	5
74940000	4	2	5	6	6	6	5
74960000	4	2	5	6	8	3	5
74980000	4	2	5	5	7	3	6
75000000	4	2	4	5	7	3	5
75020000	4	2	4	6	7	3	7
75040000	4	2	5	5	7	3	6
75060000	4	2	5	5	6	3	5
75080000	4	2	5	5	6	3	5
75100000	4	2	5	5	7	3	5
75120000	4	2	5	5	5	3	5
75140000	4	2	5	5	7	3	5
75160000	4	2	5	8	8	5	5
75180000	4	2	5	5	7	3	5
75200000	4	2	6	5	7	3	5
75220000	4	2	5	6	7	3	6
75240000	4	2	5	6	9	3	5
75260000	4	2	4	6	8	3	6
75280000	4	2	8	5	7	3	5
75300000	4	2	4	5	7	3	5
75320000	4	2	4	5	7	3	7
75340000	4	2	5	5	6	3	5
75360000	4	2	5	5	7	4	5
75380000	4	2	4	5	8	3	5
75400000	4	2	5	5	8	3	5
75420000	4	2	5	5	6	3	5
75440000	4	2	7	5	7	3	5
75460000	4	2	5	5	6	3	7
75480000	4	2	5	7	6	3	5
75500000	4	2	5	6	15	3	5
75520000	4	2	5	7	9	3	5
75540000	4	2	5	6	6	3	5
75560000	4	2	5	5	6	3	5
75580000	4	2	6	5	6	3	5
75600000	4	2	5	5	7	3	6
75620000	4	2	6	5	6	3	6
75640000	4	3	5	5	5	3	5
75660000	4	2	5	5	5	3	6
75680000	4	2	5	5	5	3	5
75700000	4	2	5	7	5	3	5
75720000	4	2	6	6	5	3	5
75740000	4	2	4	6	7	3	5
75760000	4	2	5	5	6	3	5
75780000	4	2	5	5	5	3	5
75800000	4	2	5	5	5	3	6
75820000	4	2	7	6	5	3	5
75840000	4	2	5	6	7	3	5
75860000	4	2	5	5	6	5	6
75880000	4	2	5	5	5	3	5
75900000	4	2	5	6	6	3	5
75920000	4	2	5	5	5	3	6
75940000	4	2	5	6	5	3	6
75960000	4	2	5	5	6	3	5
75980000	4	2	8	5	6	3	5
76000000	4	2	5	6	6	3	5
76020000	4	4	7	5	8	3	6
76040000	4	2	5	6	6	3	5
76060000	4	2	5	6	7	3	5
76080000	4	2	11	5	7	3	5
76100000	4	2	5	5	10	3	5
76120000	4	2	6	6	7	3	5
76140000	4	2	5	6	7	3	5
76160000	4	2	5	6	6	3	6
76180000	5	2	6	6	6	3	5
76200000	4	2	5	6	5	4	5
76220000	4	2	5	5	6	3	5
76240000	4	2	6	6	9	3	5
76260000	4	2	4	6	9	3	6
76280000	4	2	4	4	5	3	6
76300000	4	2	5	4	7	3	7
76320000	4	2	4	4	7	4	6
76340000	4	2	5	6	7	3	6
76360000	4	2	5	5	7	3	6
76380000	4	2	5	6	6	3	6
76400000	4	2	5	5	5	3	5
76420000	4	2	6	6	7	3	6
76440000	4	2	5	5	5	3	5
76460000	4	2	5	6	6	3	6
76480000	4	2	6	5	7	3	5
76500000	4	2	5	6	6	3	5
76520000	4	2	5	5	6	3	5
76540000	4	2	5	5	7	3	6
76560000	4	2	5	5	7	3	5
76580000	4	2	6	6	6	3	6
76600000	4	2	4	7	7	3	8
76620000	4	2	5	5	5	3	5
76640000	4	2	5	5	7	4	5
76660000	4	2	4	6	7	3	5
76680000	4	2	6	6	7	3	5
76700000	4	2	5	7	9	3	6
76720000	4	2	4	6	6	3	6
76740000	4	2	5	5	8	5	6
76760000	4	2	8	6	6	3	5
76780000	4	2	5	5	6	3	5
76800000	4	2	5	5	9	3	7
76820000	4	2	5	6	8	3	5
76840000	4	2	5	6	6	3	6
76860000	4	2	5	7	5	3	6
76880000	4	2	5	5	6	3	7
76900000	4	2	5	5	5	3	7
76920000	4	2	6	6	5	3	5
76940000	4	2	8	5	5	3	6
76960000	4	2	5	7	7	3	5
76980000	4	2	5	5	7	3	5
77000000	4	2	4	4	8	3	6
77020000	4	2	4	5	8	3	6
77040000	4	2	4	6	5	3	6
77060000	4	2	5	6	7	3	5
77080000	4	2	4	5	7	4	7
77100000	4	2	3	5	6	3	6
77120000	4	2	4	4	7	4	8
77140000	4	2	6	6	7	3	5
77160000	4	2	5	5	7	3	6
77180000	4	2	5	6	6	4	5
77200000	4	2	5	6	6	3	5
77220000	4	2	5	5	9	3	5
77240000	4	2	5	6	7	3	5
77260000	4	2	4	5	7	3	5
77280000	5	2	5	7	7	3	5
77300000	4	2	8	6	6	3	5
77320000	4	2	5	5	7	3	6
77340000	4	2	5	5	6	3	6
77360000	4	2	5	5	8	4	7
77380000	3	2	7	4	8	3	6
77400000	3	2	5	4	8	3	5
77420000	5	2	5	7	7	3	5
77440000	4	2	7	6	7	3	6
77460000	4	2	4	5	7	3	5
77480000	4	2	5	5	7	5	5
77500000	4	2	6	5	9	3	5
77520000	4	2	4	5	6	3	5
77540000	4	2	5	5	7	3	7
77560000	4	2	5	5	6	3	5
77580000	4	2	5	6	8	3	5
77600000	4	2	5	6	6	4	5
77620000	4	2	5	5	7	3	5
77640000	4	2	5	6	7	3	6
77660000	4	2	5	5	6	3	5
77680000	5	2	4	5	8	3	5
77700000	4	2	5	5	6	3	6
77720000	4	2	5	6	6	3	5
77740000	4	2	5	6	7	3	5
77760000	4	2	5	6	8	3	5
77780000	4	2	5	5	6	3	6
77800000	4	2	5	5	8	3	5
77820000	4	2	5	6	7	3	5
77840000	4	2	4	5	6	3	5
77860000	4	2	8	6	5	3	6
77880000	4	2	5	5	5	3	5
77900000	4	2	5	6	6	3	6
77920000	4	2	4	5	7	3	5
77940000	4	2	5	5	8	3	5
77960000	4	2	4	6	7	3	5
77980000	5	2	5	6	7	3	5
78000000	4	2	5	5	6	5	5
78020000	4	2	5	5	6	5	6
78040000	4	2	5	6	6	3	5
78060000	4	2	5	5	6	3	5
78080000	4	2	4	6	7	3	5
78100000	4	2	4	5	6	3	5
78120000	4	2	5	5	5	3	5
78140000	4	2	5	5	6	3	6
78160000	4	2	5	5	6	3	6
78180000	4	2	5	5	5	3	6
78200000	4	4	5	6	5	3	5
78220000	4	2	5	6	7	5	5
78240000	4	2	4	5	5	3	5
78260000	4	2	6	5	7	3	5
78280000	4	2	5	5	7	3	5
78300000	4	2	7	6	7	4	6
78320000	4	2	5	5	7	3	5
78340000	4	2	6	6	7	5	5
78360000	4	2	5	5	5	3	6
78380000	4	2	9	5	5	3	5
78400000	4	2	5	5	5	3	5
78420000	4	2	5	5	7	3	5
78440000	4	2	4	5	6	3	5
78460000	4	2	5	5	7	3	5
78480000	4	2	6	5	7	3	5
